NOMBRE COMERCIAL,DIRECCION,Longitud,Latitud,Costo
BOTICA GIGANTE,CALLE HELSINKI 309  LOS PORTALES DE JAVIER PRADO,-77.00252301,-12.01193777,Economico
BOTICA GISELA,CALLE RICARDO FLORES 211  SANTA CATALINA,-77.01063908,-12.08862952,Economico
BOTICA GLADYS MARTINEZ GUERRA,AV. SAN MARTIN DE PORRES OESTE  MZ.44,-77.0758431,-11.9919615,Costoso
BOTICA GLORIA,JR. TRUJILLO 800,-77.0715093,-12.031606,Costoso
BOTICA GLORIA,AV. MURO  MZ G-3,-76.9978903,-12.11171,Economico
Botica Good Farma,El  Av. Samuel Alcazar 266  RÃ­mac 15093  Peru,-77.0284681,-12.0311095,Costoso
BOTICA GOYITA,A.H. SAN LORENZO  MZ. E,-77.00501851,-12.12813804,Economico
BOTICA GRAN FARMA,AV. FRANCISCO BOLOGNESI 653  LOS FICUS,-77.0217293,-12.0581708,Economico
BOTICA GRAU,.  MZ.L,-77.100242,-12.0744069,Economico
BOTICA GRISS,JR. EL CHACO 2470  PERU,-77.0388839,-12.0464214,Costoso
BOTICA GUADALUPE,AV. JOSE CARLOS MARIATEGUI 2493  COOP. HUANCAYO,-77.02879242,-12.0907297,Economico
BOTICA GUDELIA,CALLE. ESTEBAN CAMERE 568  SAN ROQUE,-77.034389,-12.0832995,Economico
BOTICA GUERRA,AV. JOSE BARREDA Y AGUILAR 299  CIUDAD Y CAMP,-77.0793757,-11.8628121,Costoso
BOTICA H - HOMEOPATHIC SANTA MARIA,CALLE LOS PINOS 191,-77.0386946,-12.1088293,Economico
BOTICA HANSELL Y GRETHEL,AV. MANCO CAPAC 339,-77.0186169,-12.0111777,Economico
BOTICA HAYDEE,JR. UNION 1627  A.H. SAN FRANCISCO TABLADA DE LURIN,-77.0356833,-12.1136161,Economico
BOTICA HAYLEE,AV. MEXICO MZ. B,-77.0518657,-11.9361947,Costoso
BOTICA HERNUCH,AV. UNIVERSITARIA # 5640 PARQUES DE VILLA SOL 4ta,-77.0015215,-12.1059423,Costoso
BOTICA HEROES DEL PACIFICO,AV. CENTRAL  MZ. H,-77.0873748,-11.9669636,Costoso
BOTICA HOMEOPATICA HANNEMANN E.I.R.L.,AV. BOLIVIA 550,-77.0030483,-12.1256712,Economico
BOTICA HOMEOPATICA JGH,AV. BENAVIDES 4994,-76.99113405,-11.9822987,Economico
BOTICA HUASCARAN,MZ. E LOTE 1 PP.JJ. EL NARANJAL,-77.0791097,-12.0913471,Costoso
BOTICA HUERTA GUINEA,P.J. HUERTA GUINEA  MZ.I,-77.03384153,-12.12355808,Economico
BOTICA HUVIANER,AV. PROLOGACION AVIACION 1878  TUPAC AMARU,-77.04639158,-12.06946848,Economico
BOTICA ICA FARMA,AV. CHIMPU OCLLO 947  TUNGASUCA,-77.00046546,-11.97469229,Economico
BOTICA IDEAL,AV. GRAN CHIMU 1400-A  ZARATE,-76.9840011,-11.9476571,Economico
BOTICA IDEAL,AV. TUPAC AMARU Nº 5741 MZ. A,-77.0115853,-12.1010584,Costoso
BOTICA IMANOLITO,CALLE 10  MZ.K,-77.1038121,-11.9970633,Costoso
BOTICA IMPERIAL,P.J. BAYOVAR SECTOR 1  MZ.R,-77.07767285,-11.99122461,Costoso
BOTICA IMPERIO,AV. PERU 2941  PERU,-77.022067,-12.1182384,Economico
Botica Inglesa,JirÃ³n Cailloma 336  Cercado de Lima 15001  Peru,-77.0345065,-12.0461456,Costoso
BOTICA INGLESA,JR. CAYLLOMA 336,-77.0267805,-12.1181744,Costoso
BOTICA INKA´S,AV. GRAN CHIMU 205,-77.04458377,-12.05219469,Economico
BOTICA INKAFARMA,JR. DE LA UNION 559 INT. 2,-77.04486407,-12.06640358,Economico
BOTICA INKAFARMA,AV. BENAVIDES 1901,-77.0305977,-12.1017775,Economico
BOTICA INKAFARMA,AV. LA MARINA 590,-77.0383473,-12.076973,Economico
BOTICA INKAFARMA,AV. SAN LUIS 1981,-77.0148421,-12.12037186,Economico
BOTICA INKAFARMA,AV. MIGUEL IGLESIAS,-77.0201475,-12.1257155,Economico
BOTICA INKAFARMA,CALLE JOSE DE LLANOS ZAPATA 195,-77.01420677,-12.10159116,Economico
BOTICA INKAFARMA,AV. HUAYLAS 402,-77.0116051,-12.0966042,Economico
BOTICA INKAFARMA,AV. GRAU 619,-77.00955547,-12.09294388,Economico
BOTICA INKAFARMA,AV. JAVIER PRADO ESTE Nº 190,-77.0385654,-12.0899016,Economico
BOTICA INKAFARMA,AV. MANUEL VILLARAN 920  LOS SAUCES,-77.032585,-12.0971829,Economico
BOTICA INKAFARMA,AV. GRAN CHIMU 391  URB. ZARATE,-77.0520333,-12.0768603,Economico
BOTICA INKAFARMA,AV. JOSE ANTONIO PEZET 1380,-77.03931189,-12.10983084,Economico
BOTICA INKAFARMA,AV. CARLOS IZAGUIRRRE 880,-77.0299731,-12.118937,Economico
BOTICA INKAFARMA,AV. AVIACION 3008,-77.09601015,-12.07653173,Economico
BOTICA INKAFARMA,AV. ARNALDO MARQUEZ Nº 1294-1298 ESQUINA CON REPUBLICA DOMINICANA Nº 295,-77.0011576,-12.0254575,Economico
BOTICA INKAFARMA,CALLE. SIMON SALGUERO 501 - 505,-77.0009944,-12.0980688,Economico
BOTICA INKAFARMA,AV. CARLOS IZAGUIRRE 287 - 289 A 3 PANAMERICANA NORTE,-77.06743754,-11.98446067,Costoso
BOTICA INKAFARMA,AV. ANGAMOS ESTE 742,-77.05634961,-11.92321026,Costoso
BOTICA INKAFARMA,JR. LEONCIO PRADO  Nº 801 CON JOSE GALVEZ Nº 500,-77.0258283,-11.9186782,Costoso
BOTICA INKAFARMA,AV. CARLOS IZAGUIRRE 409 A  PANAMERICANA NORTE,-77.057458,-11.959672,Costoso
BOTICA INKAFARMA,AV. ABANCAY 740,-77.08839035,-11.94603351,Costoso
BOTICA INTERPERU,CALLE 15 DE ABRIL ,-77.07492358,-11.99335241,Costoso
BOTICA INTIFARMA,JR. SIEMPRE VIVAS 183  SANTA ISABEL,-77.0083154,-12.0920538,Economico
BOTICA INVERSIONES FARMACENTRO S.A.C.,AV. AYACUCHO 1351  LIGURIA,-76.9868796,-12.1104994,Economico
BOTICA INVERSIONES K & MK S.A.C.,AV. CENTRAL 498  SANTA LUISA,-77.0612389,-11.9942378,Costoso
BOTICA IPANEMA,JR. VALLE RIESTRA 516,-77.0596848,-12.0939332,Economico
BOTICA IRABEL E.I.R.L.,AV. ZARUMILLA 1407,-77.0017457,-12.1120664,Economico
BOTICA IRENE S.R.LTDA.,JR. BOLOGNESI 271,-77.0615051,-12.0608958,Economico
BOTICA IRMA,AA.HH. CRUZ DE MOTUPE  MZ.E,-77.0675976,-12.0755322,Economico
BOTICA ISAFARMA,AV. SAN JUAN 571  LOS REYES,-77.0718736,-12.0138217,Costoso
BOTICA J & J SALUD,SECTOR. 1,-77.0553903,-12.02860678,Costoso
BOTICA J.B.,JR. CONDESUYOS 518,-77.0530119,-12.077661,Economico
BOTICA J.J.,ASOC. BRISAS DE SANTA ROSA  MZ.I,-77.029825,-12.10342333,Economico
BOTICA JAHIR,CALLE JOSE DE LA TORRE UGARTE 382  EL RETABLO,-77.0846238,-12.080181,Economico
BOTICA JAMPI FARMA,JR. TUNGASUCA 235  POP.TUPAC AMARU,-77.05255261,-12.00521897,Costoso
BOTICA JAN,AV. FAUSTINO SILVA 615 - B  CIUDAD DE DIOS,-77.0433946,-12.031063,Costoso
BOTICA JAZMIN,P.J. JERUSALEN MZ. R,-77.0320255,-12.0178541,Costoso
BOTICA JENNY,AV. CONDORCANQUI MZ. U,-76.9903827,-11.9642456,Economico
BOTICA JESSICA,JR. RAUL VILLARAN 363  LAS MORAS,-77.03044585,-12.09666807,Economico
BOTICA JESUS,AV. ARRIBA PERU 1501,-77.06870086,-12.08732078,Economico
BOTICA JHIRE,CALLE JOSE GABRIEL AGUILAR 129 MZ-B LOTE-11,-77.03276328,-12.08792007,Economico
BOTICA JHIRE,URB. TUNGASUCA II ETAPA MZ. F,-77.0732396,-12.0242216,Costoso
BOTICA JHIRE FARMA,AV. UNIVERSITARIA Nº 549 URB. PANDO 7MA ETAPA,-77.01075172,-12.12087376,Costoso
BOTICA JHOMAT FARMACENTER E.I.R.L.,JR. JOSE DIAZ 206  SANTA BEATRIZ,-77.0832458,-11.9908379,Costoso
BOTICA JHON,AV. ALFONSO UGARTE Nº 721 MZ. K 4,-77.03716613,-12.11603565,Economico
BOTICA JHOSARO,SECTOR. VI,-77.044228,-12.0282877,Costoso
BOTICA JOEL,JR. SAN MARTIN 4096,-77.03043711,-12.09659347,Economico
BOTICA JONATHAN,JR. ELOY ESPINOZA SALDAÑA 602  INGENIERIA,-77.0193529,-12.0281717,Costoso
BOTICA JORGE LUIS,AV. GRAU 372,-77.0319868,-12.0821785,Economico
BOTICA JOSUE,AV. LAS PALMERAS  MZ. E LT. 25 VILLA NORTE,-77.06194437,-12.0957685,Economico
BOTICA JUAN PABLO II,AV. TOMAS VALLE,-77.0324707,-12.0476799,Costoso
BOTICA JUAN PABLO II,AV. ALAMEDA LOS HORIZONTES  MZ. X-9,-77.070368,-11.990769,Costoso
BOTICA JUAN PABLO II,1 SECTOR,-77.09564795,-11.93166844,Costoso
BOTICA JUAN PABLO II,JR. AIJA 398,-77.0798139,-11.9333826,Costoso
BOTICA JUANITOS,AV. UNIVERSITARIA NORTE 6802  SANTA LUZMILA,-76.990394,-11.958086,Economico
BOTICA JUAREZ,JR. SANTA VERONICA 300 MZ.Ñ,-77.0005899,-12.0192249,Economico
BOTICA JULY,AV. EL PERIODISTA  MZ.C-1,-77.04918779,-12.09295699,Economico
BOTICA KALIZKA,JR. AYACUCHO 399  SURCO VIEJO,-77.0603491,-11.9642848,Costoso
BOTICA KAREN,J.R. JOAQUIN BERNAL 865,-77.0373924,-12.0662671,Economico
BOTICA KAREN,JR. CUZCO Nº 243 CH. LA FLOR,-77.006803,-12.004119,Economico
BOTICA KARINA,AV. LOS AMAUTAS  MZ.96,-77.00867302,-12.09191054,Costoso
BOTICA KARLA,CALLE AMARU INCA 138,-77.0089347,-11.9755521,Economico
BOTICA KARLA PAOLA,URBANIZACION GRUMETE MEDINA  MZ.M-2,-77.04174197,-12.1048952,Economico
BOTICA KAYEMI,CALLE. LOS ALGARROBOS  MZ. Y,-77.0139181,-12.000142,Economico
BOTICA KELLY,JR. ATUSPARIA  MZ. 26,-77.0370015,-12.0695043,Economico
BOTICA KILD`S FARMA,JR. LOS BELEÑOS 214  LOS JARDINES DE SAN JUAN,-77.0275408,-12.1192713,Costoso
BOTICA KRISS FARMA,ASOC. HUASCARAN  MZ.H,-77.04373564,-11.91876401,Costoso
BOTICA L Y V,AV. ALFONSO UGARTE 986,-77.07806544,-11.8625168,Costoso
BOTICA LA BOTICA,CALLE MANUEL CISNEROS 1180,-77.08036042,-12.08550059,Economico
BOTICA LA CONFIANZA,JR. RESTAURACION 249,-77.05168761,-12.06542784,Economico
BOTICA LA ECONOMICA,PASAJE LA MERCED 198 A,-77.1645181,-11.82039432,Costoso
BOTICA LA ECONOMICA,JR. ESTE  MZ.P-15,-77.0657891,-11.9903965,Costoso
BOTICA LA EMERGENCIA,JR. AYACUCHO 855,-77.0318652,-12.0820795,Economico
BOTICA LA FAVORITA,AV. TUPAC AMARU Nº 1745 P.J. RAUL PORRAS BARRENECHEA 1745,-77.03084416,-12.10155403,Economico
BOTICA LA FE,JR. RICARDO PALMA 252,-76.9969572,-12.094088,Economico
BOTICA LA FLORIDA,AV. MARCO ESCOBAR  MZ. G,-77.01882957,-12.09074703,Economico
BOTICA LA MAR S.A.,JR. NICOLAS DE ARANIBAR 601  SANTA BEATRIZ,-77.0322943,-12.0574245,Costoso
BOTICA LA MILAGROSA,AV. 13 DE ENERO 2537 MZ.U-1,-77.02096486,-12.08878179,Economico
BOTICA LA POSTA DE MONTE AZUL,AV. LOS OLIVOS MZ. B,-77.072577,-11.9376054,Costoso
Botica La Reina,Av GuzmÃ¡n Blanco 400  Cercado de Lima 15046  Peru,-77.0401974,-12.0631339,Costoso
BOTICA LA SALUD,PARQUE BAQUIJANO Y CARRILLO 186  LOS PRECURSORES,-77.0047688,-12.1281328,Economico
BOTICA LA SANTISIMA MARIA,AV. AVIACION 195,-77.075987,-11.9914375,Costoso
BOTICA LA UNICA,A.H. VILLA ALEJANDRO  MZ.G,-77.0029491,-11.9666591,Economico
BOTICA LA UNION,ASOC. PRO-VVDA. VGEN. DEL CARMEN  MZ.A,-77.0207081,-12.0975863,Costoso
BOTICA LA UNION,JR. PROLONGACION PARINACOCHAS 2261  SANTA CATALINA,-77.05491162,-12.08574975,Economico
BOTICA LA UNION,BAYOVAR 1RA. ZONA.MCDO.LA UNION MZ.O,-77.0388586,-12.1085713,Economico
BOTICA LA VICTORIA,AV. MANCO CAPAC 104,-77.0533031,-12.0539366,Costoso
BOTICA LA VIRREYNA,JR. HUALLAGA 446-450,-77.03531,-12.0801248,Economico
BOTICA LAB. EXPRESS,AV. LOS ANGELES,-77.106448,-11.972234,Costoso
BOTICA LANDEBER,AV EL SOL 644  CIUDAD Y CAMPO,-77.0753191,-11.8686896,Costoso
BOTICA LARRY,JR. LAS ACUARINAS 316  MICAELA BASTIDAS,-77.0036747,-12.1182244,Economico
BOTICA LAS ACACIAS,MALECON GARCIA RIBEYRO 118,-77.067926,-12.092528,Economico
BOTICA LAS FLORES,AV. LAS FLORES DE PRIMAVERA 500  LAS FLORES,-77.031354,-12.1090225,Economico
BOTICA LAS MAGNOLIAS,JR. LAS MAGNOLIAS 138  EL ERMITAÑO,-77.069999,-12.0904353,Economico
BOTICA LAS MERCEDES,CENTRO POBLADO 10 DE OCTUBRE  (REF. AV.  MZ.C-1,-77.0941826,-11.9360785,Costoso
BOTICA LAS TORRES DE LA MOLINA,MCDO. COOP. SERV. ESPEC. MUSA  PUESTO 2 Y 3,-77.04673892,-11.93239482,Costoso
BOTICA LATINA,AV. PERU 2630,-77.02991611,-12.10417924,Economico
BOTICA LELLY,AV. LIMA SUR 1101- A,-77.0781706,-11.9918231,Costoso
BOTICA LELY,AV. COLECTORA  MZ.O,-77.093801,-12.0790475,Economico
BOTICA LEO´S,AV. TUPAC AMARU 3915  EL PROGRESO,-76.9937839,-12.0807191,Economico
BOTICA LEON DE JUDA,AV. BRASIL 2744,-77.0334453,-12.0904391,Economico
BOTICA LETY,JR. SAN LUCAS 290  PALAO,-77.0418094,-12.0597599,Costoso
BOTICA LEYDY,JR. RIO ILAVE  MZ. G-1 LTE .30 VILLA DEL NORTE,-77.0435289,-12.0750295,Economico
BOTICA LIBEKDFARMA,AV. GRAN CHIMU 1210  ZARATE (PARAD. 10 DE LA LOMAS),-77.0772824,-11.8627196,Costoso
BOTICA LIBERTAD,JR. LIBERTAD 940,-77.05649949,-12.09276554,Costoso
BOTICA LIENDO,JR. ESTE  MZ.E-1,-77.0251025,-12.0525428,Costoso
BOTICA LILY,AV. MIGUEL IGLESIAS,-77.0505559,-12.0708291,Economico
BOTICA LILY,URB. SAN JOSE  MZ. D,-77.0000729,-12.1134997,Economico
BOTICA LINARESS,JR. CESAR VALLEJO 106  COOP. UNIVERSAL,-77.0183255,-12.1248201,Economico
BOTICA LIVE,JR. ANCASH 1308  BARRIOS ALTOS,-77.1255055,-11.7099743,Costoso
BOTICA LIZ,AV. FLOR DE AMANCAES  MZ.F,-76.99223,-12.0803862,Economico
BOTICA LIZ - DAN,ASOC. LOS PINOS  MZ.H-1,-77.05383477,-11.93095901,Costoso
BOTICA LLAGTA AYLLIN,AV. RIVA AGUERO 1554,-77.01302264,-12.11592836,Economico
BOTICA LOBATON,COOP. DE VIV.FAMILIARES UNIDAS,-77.0391778,-12.0470707,Costoso
BOTICA LOMAS,CALLE. 6  MZ. W,-77.099613,-12.0803477,Economico
BOTICA LOS CEDROS,AV. ALAMEDA DE LOS CEDROS 255  LOS CEDROS,-77.008264,-12.091192,Costoso
BOTICA LOS HERMANITOS,AVITENTEL  MZ. B,-77.0193066,-12.1304553,Economico
BOTICA LOS OLIVOS,JR. PANAMA  MZ.16,-77.00306093,-12.12876521,Economico
BOTICA LOS OLIVOS,AV. CENTRAL  MZ. G LTE. 6 SAN ELIAS,-77.0459439,-12.065944,Economico
BOTICA LOS PINOS,AV. LOS PINOS 696,-77.0513067,-12.0548589,Economico
BOTICA LOS PORTALES,AV. RICARDO ELIAS APARICIO 767,-77.0032508,-12.1205515,Economico
Botica los Precursores,Av de los Precursores 693  San Miguel 15088  Peru,-77.0958039,-12.0699536,Costoso
BOTICA LOS ROSALES,PP.JJ. SAN HILARION  MZ.M,-77.0524688,-12.0418042,Costoso
BOTICA LOS ROSALES,AA.HH. PROYEC. INTEGRAL PANAM. NORTE LOS ROSALES MZ. C 4,-77.08350933,-11.99444516,Costoso
BOTICA LOS SUREÑOS,COOP. DE VIV. LOS SUREÑOS MZ. C,-77.05898579,-11.94712492,Costoso
BOTICA LOURDES,AV. LIMA 276  CAJA DE AGUA,-77.00463898,-12.02671544,Economico
BOTICA LT S.A.C.,AV. COMANDANTE ESPINAR 136,-76.976931,-12.0232824,Economico
BOTICA LUCYANA,AV. CESAR VALLEJO 341  LUCYANA,-77.0530355,-12.0333178,Costoso
Botica Luhfarma,Avenida EmancipaciÃ³n 752  Cercado de Lima 15001  Peru,-77.0395187,-12.0448653,Costoso
BOTICA LUIS FARMA,A.H. BAYOVAR 1ERA. ZONA  MZ.R,-76.9959872,-12.0754713,Economico
BOTICA LUIS MASSIEL,JR. CASMA MZ. Y,-77.0542573,-12.073667,Costoso
BOTICA LUISITO,AV. HUANCAVELICA,-77.0333552,-12.0849903,Economico
BOTICA LUZ,JR. MEZA MEDRANO 428,-77.07261246,-12.08133367,Economico
BOTICA LUZ,CALLE. JOSE PARDO 160  P.J. MARIANO MELGAR,-77.0283312,-12.0912403,Economico
BOTICA LUZ,AV HONORIO DELGADO 275  INGENIERIA,-77.0167279,-11.87554,Costoso
BOTICA LUZ DEL PROGRESO,JR. PROGRESO 1412,-77.0586167,-12.012188,Costoso
BOTICA LUZ Y VIDA,AV. BUENOS AIRES 160  BUENOS AIRES,-77.0739,-12.091368,Economico
BOTICA LUZFARMA,AV. TUPAC AMARU 2702,-77.03628734,-12.07664464,Economico
BOTICA LUZMILA,AV. LAS AMERICAS 236,-77.03316963,-12.11324534,Economico
BOTICA LYS,JR. GARCIA NARANJO 663,-77.03915364,-12.10966562,Economico
BOTICA M & R,AV. LOS INCAS Nº 972 URB. EL PINAR (REF. FINAL DEL PARQUE ZONAL SINCHI ROCA),-76.993339,-12.0750916,Economico
BOTICA M Y L,AV. SINCHI ROCA  MZ.N.LT.7 LA ALBORADA,-77.06884911,-11.9717714,Costoso
BOTICA M.A. FARMA,AV. 27 DE DICIEMBRE 1089  TABLADA DE LURIN,-77.063429,-11.941471,Costoso
Botica MA&VI FARMA,Lima District 15842 Peru,-76.9594418,-12.196418,Costoso
BOTICA MABE,AV. PASTOR SEVILLA,-77.07352811,-11.86657642,Costoso
BOTICA MABELI,CALLE 11  MZ. BBB-5 LTE. 14,-77.0470551,-12.0876097,Economico
BOTICA MADRE ZORAIDA,JR. TRUJILLO SUR 700  CHOSICA,-77.03984441,-12.05829209,Economico
BOTICA MAIRA,AV. SANTA ELVIRA MZ. C,-77.027742,-12.104759,Economico
BOTICA MANOLO,AV. LOS JARDINES 231  LAS FLORES DE LIMA,-76.9959872,-12.0754713,Economico
BOTICA MANYLSA,COOP. MANYLSA  MZ.D,-77.030797,-12.0929687,Economico
BOTICA MARAÑON,AV. RIO MARAÑON  MZ. B LTE. 02 LOS TULIPANES,-77.0168234,-11.9871908,Economico
BOTICA MARCCELO,AV. GUILLERMO DE LA FUENTE Nº 206 ASOC. PRO VIV. SANTA LUZMILA,-77.0354478,-12.008182,Costoso
BOTICA MARGARITA,JR. SANTA CATALINA 283  JOSE CARLOS MARIATEGUI,-77.0427991,-12.054621,Costoso
BOTICA MARGARITA,AV. CANTO GRANDE PARAD.21  MZ.B,-77.0241458,-12.0920925,Economico
BOTICA MARGARITA DEL ROSARIO,AV. TUPAC AMARU 5741 MZ.A,-77.08108,-11.9896079,Costoso
BOTICA MARI,URB. ROSA LUZ MZ. S,-76.99712074,-12.0827847,Economico
BOTICA MARIA,JR. JORGE DIAZ VELASQUEZ  MZ. K - 1,-76.9843804,-11.9450035,Economico
BOTICA MARIA  AUXILIADORA,JR. TENIENTE JIMENEZ  CHAVEZ 103  LA CAMPIÑA,-77.0762076,-11.9821913,Costoso
BOTICA MARIA AUXILIADORA,AV. MALECON CHECA CD.14,-77.0418828,-12.0531876,Economico
BOTICA MARIA AUXILIADORA,JR. LOS ARABISCOS  MZ.G,-77.053722,-11.9594558,Costoso
BOTICA MARIA EUGENIA,AV. WIESSE  MZ.M-15,-77.0284681,-12.0311095,Costoso
BOTICA MARIA ISABEL,AV. LOS FICUS Nº 230 AA.HH. JOSE GALVEZ,-77.029121,-12.087601,Economico
BOTICA MARIA LUZ,AV. PRLONGACION ALFREDO BENAVIDES 3601  LOS ROSALES,-76.99986379,-12.07684716,Economico
BOTICA MARIA SANTA,JR. APURIMAC 4099,-77.004728,-12.1014751,Economico
BOTICA MARIANET´S,SECTOR. 6,-77.0484827,-12.064474,Economico
BOTICA MARIATEGUI,PSJ. LA LUNA 191  CIUDAD Y CAMPO,-77.0647812,-12.0324297,Costoso
BOTICA MARILUZ,ASOC. LOS PINOS  MZ.. F,-77.06956721,-12.00633659,Costoso
BOTICA MARISA,AV. SAN MARTIN 750  PSJ. TUPAC AMARU DE VILLA,-77.01129622,-12.09687264,Economico
BOTICA MARISCAL CASTILLA,AV. MARISCAL CASTILLA MZ. E,-77.04027963,-12.10679966,Economico
BOTICA MARISCAL CHAPERITO DE SYVAFARMA,CALLE LOS AYMARAS 102  RESIDENCIAL SALAMANCA,-77.0538386,-12.0787032,Economico
BOTICA MARISOL,CALLE LUIS EBARISTO 1816,-77.0621235,-12.050132,Economico
BOTICA MARISTEL II S.R.L.,AV. LOS PROCERES 7883,-77.02318933,-12.11321922,Economico
BOTICA MARJORIE,AV. CESAR VALLEJO,-77.0723383,-11.9722855,Costoso
BOTICA MARK SANTA ISABEL,JR. SIEMPRE VIVA 118,-77.08307798,-12.07492665,Economico
BOTICA MARY,AV. TUPAC AMARU 244,-76.98120452,-11.96233108,Economico
BOTICA MARY,AV. SANTA ROSA DE LIMA 1695,-77.0221718,-12.0529163,Economico
BOTICA MARY,AV. PRINCIPAL  MZ. U - 1,-77.02399648,-12.0898045,Economico
BOTICA MARY,JR. DOS DE MAYO Nº 125 E (FRENTE MERCADO COOPERATIVO),-77.0066878,-12.0040406,Economico
BOTICA MARY CARMEN,CALLE LOS PINOS MZ. D,-77.042889,-12.048247,Economico
BOTICA MARY´SFARMA,AV. SAN JUAN 417  LINCOL,-77.0542211,-11.9876035,Costoso
BOTICA MARYSOL,SECTOR. 28 DE MAYO  MZ. 19,-77.0530192,-12.0779014,Economico
BOTICA MAS DESCUENTO,A.H. REPUBLICA ALEMANA  MZ. F,-77.0502473,-11.9461621,Costoso
BOTICA MAS DESCUENTOS QUE TODOS,ASOCIACION NAVIDAD DE VILLA  MZ. K,-77.0408456,-12.0660014,Economico
BOTICA MAS SALUD,AV. SANTA ANITA 105  VILLA MARINA,-77.0693299,-12.0723717,Economico
BOTICA MAS SALUD,AV. SANTA ANITA 491 / VILLA MARINA,-77.09004051,-12.0295565,Costoso
BOTICA MAS SALUD CUBA,CALLE SANTA TEODOSIA 585  PANDO III ETAPA,-77.03813,-12.0464374,Costoso
BOTICA MATHIAS E.I.R.L,AV. GUILLERMO DANSEY 383,-77.0431783,-11.8903514,Costoso
BOTICA MATILDE,JR. GRAL. LUIS SANCHEZ CERRO 208  P.J. EL PROGRESO,-77.00605518,-12.00510678,Economico
BOTICA MAX,AV. TUPAC AMARU Nº 3887 P.J. EL PROGRESO,-77.053568,-12.0502081,Economico
BOTICA MAX FARMA,AV. LAS LOMAS 1466  MANGOMARCA,-77.06685,-12.070991,Economico
BOTICA MAX PHARMA BOTICA,AV. JOSE CARLOS MARIATEGUI INT. A 1910  SAN GREGORIO,-77.0775872,-11.8630383,Costoso
BOTICA MEDEX,AV. REPUBLICA DE PANAMA Nº 3065 TIENDA 28,-77.0540661,-12.0860498,Economico
BOTICA MEDIC FARMA,AV. CHINCHAYSUYO MZ. Q1,-77.0847396,-12.0886641,Economico
BOTICA MEDICA UNION SALUD,AV. 26 DE NOVIEMBRE 862,-77.05949128,-11.97195313,Costoso
BOTICA MEDICFARMA,JR. LOS ARTESANOS E INGENIEROS  MZ.D-8,-76.9880358,-12.11063032,Economico
BOTICA MEDICOFARMA,CALLE PARQUE CIVICO 201  CENTRO POBLADO SANTA CLARA,-77.07841314,-12.02895576,Costoso
BOTICA MEDISALUD,AV. DEL PARQUE  MZ.E,-77.04242329,-11.99041254,Costoso
BOTICA MEDYFARS,AV. NICOLAS AYLLON 5001,-77.0607211,-11.9744362,Costoso
Botica Medylab3,Pastaza 1377  BreÃ±a 15082  Peru,-77.0533031,-12.0539366,Costoso
BOTICA MEDYSU,AV. UNIVERSITARIA NORTE 10131  POP SAN CARLOS,-77.02419715,-12.02349538,Costoso
BOTICA MEGA FARMA,JR. PUNO 180  P.J. COLLIQUE II ZONA,-76.9940859,-11.9764699,Economico
BOTICA MEGA PLUS II,CALLE LAS AZUCENAS 533  PRIMAVERA,-77.0801408,-11.8628584,Costoso
Botica Mega Villa,Av. Materiales 200  Cercado de Lima 07006  Peru,-77.084915,-12.042441,Costoso
BOTICA MEGAFARMA,AV. BELAUNDE OESTE 855 B  EL RETABLO,-77.050237,-11.9330819,Costoso
BOTICA MEGAFARMA,AV. MARIANO PASTOR SEVILLA  MZ. CH,-77.08008683,-12.01297799,Costoso
BOTICA MEGAFARMA,URB. LOS PINOS  MZ.A,-77.0546443,-11.9977277,Costoso
BOTICA MEGAPLUS II,AV. JOSE CARLOS MARIATEGUI  MZ.R,-77.0655415,-12.0787583,Economico
BOTICA MELANY,AV. TUPAC AMARU 5597  SAN JUAN BAUTISTA,-77.0916281,-12.0754359,Economico
Botica Melyfarma,JirÃ³n Chancay 634  Cercado de Lima 15001  Peru,-77.0387727,-12.0461569,Costoso
BOTICA MENDIZABAL,AV. NICOLAS DE PIEROLA 1136,-77.1224479,-12.062792,Costoso
BOTICA MERCY,JR. LAS MARTICARIAS 620  COOP. LAS FLORES,-77.08173075,-11.87466466,Costoso
BOTICA MERY,AV. FAMESA MZ. C,-77.0030573,-11.9665774,Economico
BOTICA MEY LIN S.R.L.,CALLE ARQ.JOSE A.CALDERON 121  TORRES DE LIMATAMBO,-77.0588865,-12.0709888,Costoso
BOTICA MI BOTICA,ASOC. LOS AMAUTAS  MZ.A,-77.0312779,-12.0589571,Economico
BOTICA MI JESUS,CALLE TAPACOCHA 4909  PARQUE NARANJAL,-77.0261805,-12.0905995,Economico
BOTICA MI PEQUEÑA ESTHER,AV. RAMIRO MERINO 260  NUEVA ESPERANZA,-76.9904548,-11.9644935,Economico
BOTICA MI PERU,CALLE A,-77.0543085,-11.9364631,Costoso
BOTICA MI SALUD,ASOC. DE VIVIEND. SAPOTAL II ETAPA  MZ.E-5,-77.0383011,-12.0726176,Economico
BOTICA MI SALUD,URB. SAN FRANCISCO DE CAYRAN  MZ.K,-77.0578473,-12.08475572,Economico
BOTICA MI SALUD,CALLE EDUARDO SAN CRISTOBAL 1844  SAN PABLO,-76.9973151,-12.073274,Economico
BOTICA MI SALUD,AV. 13 DE ENERO 2057  SAN HILARION,-77.0543589,-12.0220179,Costoso
BOTICA MIA PHARMA,JR. METROPOLITANA  TDA. 50,-77.0462082,-11.9364032,Costoso
